User,Item,Rating
52,Su,5.0
53,Mercimek Çorbası,5.0
53,Ezogelin Çorbası,4.0
53,Şehriye Çorbası,4.0
53,Yayla Çorbası,3.0
53,Kuzu Etli Çorba,4.0
53,Tas Kebabı,5.0
53,Kuzu Şiş,5.0
53,Kabak Graten,2.0
53,Kabak Dolması,2.0
53,Köfte,5.0
53,Tavuk Biftek,4.0
53,Tavuk Sote,4.0
53,Karnıyarık,4.0
53,Kuru Fasulye,4.0
53,Patlıcan Musakka,3.0
53,Bezelye,2.0
53,Tavuk Kanat,3.0
53,Nohut,4.0
53,Türlü,4.0
53,Ispanak,3.0
53,Taze Fasulye,4.0
53,Bamya,2.0
53,Dana Rosto,3.0
53,Pirinç Pilavı,5.0
53,Patates Kızartması,5.0
53,Bulgur Pilavı,5.0
53,Cacık,5.0
53,Çoban Salata,5.0
53,Yoğurt,5.0
53,Pırasa,3.0
53,İrmik Helvası,4.0
53,Turşu,4.0
53,Sütlaç,2.0
53,Kadayıf,4.0
53,Kola,1.0
53,Ayran,5.0
53,Fanta,2.0
53,Su,5.0
54,Mercimek Çorbası,4.0
54,Ezogelin Çorbası,3.0
54,Şehriye Çorbası,2.0
54,Yayla Çorbası,5.0
54,Kuzu Etli Çorba,0
54,Tas Kebabı,5.0
54,Kuzu Şiş,5.0
54,Kabak Graten,0
54,Kabak Dolması,0
54,Köfte,5.0
54,Tavuk Biftek,5.0
54,Tavuk Sote,5.0
54,Karnıyarık,2.0
54,Kuru Fasulye,0
54,Patlıcan Musakka,0
54,Bezelye,1.0
54,Tavuk Kanat,5.0
54,Nohut,2.0
54,Türlü,1.0
54,Ispanak,1.0
54,Taze Fasulye,2.0
54,Bamya,1.0
54,Dana Rosto,5.0
54,Pirinç Pilavı,5.0
54,Patates Kızartması,5.0
54,Bulgur Pilavı,1.0
54,Cacık,5.0
54,Çoban Salata,5.0
54,Yoğurt,5.0
54,Pırasa,1.0
54,İrmik Helvası,1.0
54,Turşu,5.0
54,Sütlaç,5.0
54,Kadayıf,5.0
54,Kola,5.0
54,Ayran,5.0
54,Fanta,5.0
54,Su,5.0
55,Mercimek Çorbası,5.0
55,Ezogelin Çorbası,4.0
55,Şehriye Çorbası,4.0
55,Yayla Çorbası,3.0
55,Kuzu Etli Çorba,4.0
55,Tas Kebabı,5.0
55,Kuzu Şiş,5.0
55,Kabak Graten,2.0
55,Kabak Dolması,2.0
55,Köfte,5.0
55,Tavuk Biftek,4.0
55,Tavuk Sote,4.0
55,Karnıyarık,4.0
55,Kuru Fasulye,4.0
55,Patlıcan Musakka,3.0
55,Bezelye,2.0
55,Tavuk Kanat,3.0
55,Nohut,4.0
55,Türlü,4.0
55,Ispanak,3.0
55,Taze Fasulye,4.0
55,Bamya,2.0
55,Dana Rosto,3.0
55,Pirinç Pilavı,5.0
55,Patates Kızartması,5.0
55,Bulgur Pilavı,5.0
55,Cacık,5.0
55,Çoban Salata,5.0
55,Yoğurt,5.0
55,Pırasa,3.0
55,İrmik Helvası,4.0
55,Turşu,4.0
55,Sütlaç,2.0
55,Kadayıf,4.0
55,Kola,1.0
55,Ayran,5.0
55,Fanta,2.0
55,Su,5.0
56,Mercimek Çorbası,4.0
56,Ezogelin Çorbası,5.0
56,Şehriye Çorbası,4.0
56,Yayla Çorbası,5.0
56,Kuzu Etli Çorba,0
56,Tas Kebabı,0
56,Kuzu Şiş,4.0
56,Kabak Graten,2.0
56,Kabak Dolması,3.0
56,Köfte,5.0
56,Tavuk Biftek,4.0
56,Tavuk Sote,4.0
56,Karnıyarık,3.0
56,Kuru Fasulye,5.0
56,Patlıcan Musakka,3.0
56,Bezelye,4.0
56,Tavuk Kanat,4.0
56,Nohut,5.0
56,Türlü,3.0
56,Ispanak,4.0
56,Taze Fasulye,4.0
56,Bamya,3.0
56,Dana Rosto,4.0
56,Pirinç Pilavı,5.0
56,Patates Kızartması,5.0
56,Bulgur Pilavı,5.0
56,Cacık,5.0
56,Çoban Salata,4.0
56,Yoğurt,5.0
56,Pırasa,3.0
56,İrmik Helvası,5.0
56,Turşu,5.0
56,Sütlaç,5.0
56,Kadayıf,5.0
56,Kola,4.0
56,Ayran,5.0
56,Fanta,4.0
56,Su,5.0
57,Mercimek Çorbası,5.0
57,Ezogelin Çorbası,3.0
57,Şehriye Çorbası,4.0
57,Yayla Çorbası,4.0
57,Kuzu Etli Çorba,5.0
57,Tas Kebabı,0
57,Kuzu Şiş,4.0
57,Kabak Graten,0
57,Kabak Dolması,3.0
57,Köfte,3.0
57,Tavuk Biftek,5.0
57,Tavuk Sote,4.0
57,Karnıyarık,3.0
57,Kuru Fasulye,4.0
57,Patlıcan Musakka,3.0
57,Bezelye,3.0
57,Tavuk Kanat,4.0
57,Nohut,3.0
57,Türlü,3.0
57,Ispanak,5.0
57,Taze Fasulye,3.0
57,Bamya,4.0
57,Dana Rosto,3.0
57,Pirinç Pilavı,4.0
57,Patates Kızartması,5.0
57,Bulgur Pilavı,5.0
57,Cacık,3.0
57,Çoban Salata,3.0
57,Yoğurt,4.0
57,Pırasa,5.0
57,İrmik Helvası,4.0
57,Turşu,4.0
57,Sütlaç,5.0
57,Kadayıf,3.0
57,Kola,4.0
57,Ayran,4.0
57,Fanta,3.0
57,Su,5.0
58,Mercimek Çorbası,5.0
58,Ezogelin Çorbası,4.0
58,Şehriye Çorbası,4.0
58,Yayla Çorbası,5.0
58,Kuzu Etli Çorba,1.0
58,Tas Kebabı,5.0
58,Kuzu Şiş,5.0
58,Kabak Graten,5.0
58,Kabak Dolması,5.0
58,Köfte,5.0
58,Tavuk Biftek,5.0
58,Tavuk Sote,5.0
58,Karnıyarık,5.0
58,Kuru Fasulye,2.0
58,Patlıcan Musakka,5.0
58,Bezelye,5.0
58,Tavuk Kanat,3.0
58,Nohut,3.0
58,Türlü,4.0
58,Ispanak,3.0
58,Taze Fasulye,5.0
58,Bamya,1.0
58,Dana Rosto,3.0
58,Pirinç Pilavı,4.0
58,Patates Kızartması,5.0
58,Bulgur Pilavı,5.0
58,Cacık,5.0
58,Çoban Salata,5.0
58,Yoğurt,5.0
58,Pırasa,5.0
58,İrmik Helvası,5.0
58,Turşu,4.0
58,Sütlaç,5.0
58,Kadayıf,5.0
58,Kola,5.0
58,Ayran,5.0
58,Fanta,3.0
58,Su,5.0
59,Mercimek Çorbası,5.0
59,Ezogelin Çorbası,3.0
59,Şehriye Çorbası,4.0
59,Yayla Çorbası,5.0
59,Kuzu Etli Çorba,4.0
59,Tas Kebabı,5.0
59,Kuzu Şiş,5.0
59,Kabak Graten,3.0
59,Kabak Dolması,5.0
59,Köfte,4.0
59,Tavuk Biftek,4.0
59,Tavuk Sote,4.0
59,Karnıyarık,5.0
59,Kuru Fasulye,4.0
59,Patlıcan Musakka,5.0
59,Bezelye,5.0
59,Tavuk Kanat,4.0
59,Nohut,5.0
59,Türlü,5.0
59,Ispanak,4.0
59,Taze Fasulye,5.0
59,Bamya,4.0
59,Dana Rosto,0
59,Pirinç Pilavı,4.0
59,Patates Kızartması,4.0
59,Bulgur Pilavı,4.0
59,Cacık,5.0
59,Çoban Salata,4.0
59,Yoğurt,5.0
59,Pırasa,5.0
59,İrmik Helvası,4.0
59,Turşu,5.0
59,Sütlaç,5.0
59,Kadayıf,3.0
59,Kola,3.0
59,Ayran,4.0
59,Fanta,1.0
59,Su,5.0
60,Mercimek Çorbası,3.0
60,Ezogelin Çorbası,3.0
60,Şehriye Çorbası,3.0
60,Yayla Çorbası,3.0
60,Kuzu Etli Çorba,1.0
60,Tas Kebabı,4.0
60,Kuzu Şiş,5.0
60,Kabak Graten,5.0
60,Kabak Dolması,2.0
60,Köfte,4.0
60,Tavuk Biftek,4.0
60,Tavuk Sote,2.0
60,Karnıyarık,2.0
60,Kuru Fasulye,1.0
60,Patlıcan Musakka,1.0
60,Bezelye,3.0
60,Tavuk Kanat,1.0
60,Nohut,1.0
60,Türlü,1.0
60,Ispanak,5.0
60,Taze Fasulye,3.0
60,Bamya,5.0
60,Dana Rosto,5.0
60,Pirinç Pilavı,3.0
60,Patates Kızartması,5.0
60,Bulgur Pilavı,1.0
60,Cacık,5.0
60,Çoban Salata,5.0
60,Yoğurt,5.0
60,Pırasa,5.0
60,İrmik Helvası,5.0
60,Turşu,5.0
60,Sütlaç,1.0
60,Kadayıf,2.0
60,Kola,1.0
60,Ayran,4.0
60,Fanta,1.0
60,Su,5.0
61,Mercimek Çorbası,5.0
61,Ezogelin Çorbası,4.0
61,Şehriye Çorbası,4.0
61,Yayla Çorbası,5.0
61,Kuzu Etli Çorba,5.0
61,Tas Kebabı,4.0
61,Kuzu Şiş,5.0
61,Kabak Graten,5.0
61,Kabak Dolması,4.0
61,Köfte,5.0
61,Tavuk Biftek,5.0
61,Tavuk Sote,5.0
61,Karnıyarık,5.0
61,Kuru Fasulye,5.0
61,Patlıcan Musakka,5.0
61,Bezelye,5.0
61,Tavuk Kanat,5.0
61,Nohut,5.0
61,Türlü,5.0
61,Ispanak,5.0
61,Taze Fasulye,4.0
61,Bamya,5.0
61,Dana Rosto,5.0
61,Pirinç Pilavı,5.0
61,Patates Kızartması,5.0
61,Bulgur Pilavı,4.0
61,Cacık,3.0
61,Çoban Salata,5.0
61,Yoğurt,4.0
61,Pırasa,5.0
61,İrmik Helvası,3.0
61,Turşu,5.0
61,Sütlaç,5.0
61,Kadayıf,3.0
61,Kola,2.0
61,Ayran,5.0
61,Fanta,3.0
61,Su,5.0
62,Mercimek Çorbası,4.0
62,Ezogelin Çorbası,4.0
62,Şehriye Çorbası,4.0
62,Yayla Çorbası,3.0
62,Kuzu Etli Çorba,3.0
62,Tas Kebabı,4.0
62,Kuzu Şiş,5.0
62,Kabak Graten,3.0
62,Kabak Dolması,3.0
62,Köfte,5.0
62,Tavuk Biftek,3.0
62,Tavuk Sote,3.0
62,Karnıyarık,4.0
62,Kuru Fasulye,2.0
62,Patlıcan Musakka,2.0
62,Bezelye,5.0
62,Tavuk Kanat,3.0
62,Nohut,3.0
62,Türlü,2.0
62,Ispanak,3.0
62,Taze Fasulye,3.0
62,Bamya,1.0
62,Dana Rosto,2.0
62,Pirinç Pilavı,4.0
62,Patates Kızartması,5.0
62,Bulgur Pilavı,4.0
62,Cacık,4.0
62,Çoban Salata,5.0
62,Yoğurt,5.0
62,Pırasa,1.0
62,İrmik Helvası,2.0
62,Turşu,5.0
62,Sütlaç,3.0
62,Kadayıf,3.0
62,Kola,4.0
62,Ayran,3.0
62,Fanta,2.0
62,Su,5.0
63,Mercimek Çorbası,3.0
63,Ezogelin Çorbası,4.0
63,Şehriye Çorbası,4.0
63,Yayla Çorbası,3.0
63,Kuzu Etli Çorba,4.0
63,Tas Kebabı,2.0
63,Kuzu Şiş,4.0
63,Kabak Graten,3.0
63,Kabak Dolması,4.0
63,Köfte,4.0
63,Tavuk Biftek,5.0
63,Tavuk Sote,3.0
63,Karnıyarık,4.0
63,Kuru Fasulye,1.0
63,Patlıcan Musakka,4.0
63,Bezelye,4.0
63,Tavuk Kanat,4.0
63,Nohut,3.0
63,Türlü,3.0
63,Ispanak,3.0
63,Taze Fasulye,3.0
63,Bamya,4.0
63,Dana Rosto,5.0
63,Pirinç Pilavı,5.0
63,Patates Kızartması,5.0
63,Bulgur Pilavı,4.0
63,Cacık,5.0
63,Çoban Salata,4.0
63,Yoğurt,5.0
63,Pırasa,2.0
63,İrmik Helvası,4.0
63,Turşu,3.0
63,Sütlaç,5.0
63,Kadayıf,4.0
63,Kola,5.0
63,Ayran,4.0
63,Fanta,3.0
63,Su,5.0
64,Mercimek Çorbası,3.0
64,Ezogelin Çorbası,4.0
64,Şehriye Çorbası,2.0
64,Yayla Çorbası,3.0
64,Kuzu Etli Çorba,0
64,Tas Kebabı,5.0
64,Kuzu Şiş,1.0
64,Kabak Graten,3.0
64,Kabak Dolması,3.0
64,Köfte,4.0
64,Tavuk Biftek,4.0
64,Tavuk Sote,4.0
64,Karnıyarık,3.0
64,Kuru Fasulye,5.0
64,Patlıcan Musakka,1.0
64,Bezelye,3.0
64,Tavuk Kanat,4.0
64,Nohut,4.0
64,Türlü,3.0
64,Ispanak,1.0
64,Taze Fasulye,3.0
64,Bamya,1.0
64,Dana Rosto,0
64,Pirinç Pilavı,5.0
64,Patates Kızartması,5.0
64,Bulgur Pilavı,5.0
64,Cacık,5.0
64,Çoban Salata,5.0
64,Yoğurt,5.0
64,Pırasa,1.0
64,İrmik Helvası,3.0
64,Turşu,3.0
64,Sütlaç,5.0
64,Kadayıf,3.0
64,Kola,3.0
64,Ayran,3.0
64,Fanta,1.0
64,Su,5.0
65,Mercimek Çorbası,3.0
65,Ezogelin Çorbası,4.0
65,Şehriye Çorbası,1.0
65,Yayla Çorbası,3.0
65,Kuzu Etli Çorba,1.0
65,Tas Kebabı,4.0
65,Kuzu Şiş,4.0
65,Kabak Graten,1.0
65,Kabak Dolması,2.0
65,Köfte,5.0
65,Tavuk Biftek,3.0
65,Tavuk Sote,2.0
65,Karnıyarık,4.0
65,Kuru Fasulye,5.0
65,Patlıcan Musakka,4.0
65,Bezelye,1.0
65,Tavuk Kanat,1.0
65,Nohut,3.0
65,Türlü,3.0
65,Ispanak,4.0
65,Taze Fasulye,4.0
65,Bamya,2.0
65,Dana Rosto,4.0
65,Pirinç Pilavı,4.0
65,Patates Kızartması,3.0
65,Bulgur Pilavı,4.0
65,Cacık,4.0
65,Çoban Salata,4.0
65,Yoğurt,5.0
65,Pırasa,4.0
65,İrmik Helvası,4.0
65,Turşu,4.0
65,Sütlaç,4.0
65,Kadayıf,5.0
65,Kola,1.0
65,Ayran,5.0
65,Fanta,1.0
65,Su,5.0
66,Mercimek Çorbası,5.0
66,Ezogelin Çorbası,5.0
66,Şehriye Çorbası,1.0
66,Yayla Çorbası,3.0
66,Kuzu Etli Çorba,0
66,Tas Kebabı,0
66,Kuzu Şiş,0
66,Kabak Graten,0
66,Kabak Dolması,1.0
66,Köfte,5.0
66,Tavuk Biftek,5.0
66,Tavuk Sote,5.0
66,Karnıyarık,5.0
66,Kuru Fasulye,5.0
66,Patlıcan Musakka,5.0
66,Bezelye,3.0
66,Tavuk Kanat,3.0
66,Nohut,5.0
66,Türlü,4.0
66,Ispanak,5.0
66,Taze Fasulye,5.0
66,Bamya,1.0
66,Dana Rosto,5.0
66,Pirinç Pilavı,3.0
66,Patates Kızartması,5.0
66,Bulgur Pilavı,5.0
66,Cacık,5.0
66,Çoban Salata,5.0
66,Yoğurt,5.0
66,Pırasa,5.0
66,İrmik Helvası,5.0
66,Turşu,5.0
66,Sütlaç,4.0
66,Kadayıf,4.0
66,Kola,4.0
66,Ayran,5.0
66,Fanta,4.0
66,Su,5.0
67,Mercimek Çorbası,5.0
67,Ezogelin Çorbası,3.0
67,Şehriye Çorbası,4.0
67,Yayla Çorbası,4.0
67,Kuzu Etli Çorba,2.0
67,Tas Kebabı,5.0
67,Kuzu Şiş,5.0
67,Kabak Graten,0
67,Kabak Dolması,4.0
67,Köfte,5.0
67,Tavuk Biftek,5.0
67,Tavuk Sote,5.0
67,Karnıyarık,5.0
67,Kuru Fasulye,5.0
67,Patlıcan Musakka,4.0
67,Bezelye,5.0
67,Tavuk Kanat,5.0
67,Nohut,5.0
67,Türlü,4.0
67,Ispanak,4.0
67,Taze Fasulye,5.0
67,Bamya,5.0
67,Dana Rosto,0
67,Pirinç Pilavı,5.0
67,Patates Kızartması,5.0
67,Bulgur Pilavı,5.0
67,Cacık,5.0
67,Çoban Salata,5.0
67,Yoğurt,5.0
67,Pırasa,5.0
67,İrmik Helvası,5.0
67,Turşu,5.0
67,Sütlaç,5.0
67,Kadayıf,5.0
67,Kola,3.0
67,Ayran,5.0
67,Fanta,4.0
67,Su,5.0
68,Mercimek Çorbası,3.0
68,Ezogelin Çorbası,5.0
68,Şehriye Çorbası,3.0
68,Yayla Çorbası,1.0
68,Kuzu Etli Çorba,0
68,Tas Kebabı,5.0
68,Kuzu Şiş,5.0
68,Kabak Graten,0
68,Kabak Dolması,2.0
68,Köfte,4.0
68,Tavuk Biftek,4.0
68,Tavuk Sote,3.0
68,Karnıyarık,3.0
68,Kuru Fasulye,4.0
68,Patlıcan Musakka,3.0
68,Bezelye,3.0
68,Tavuk Kanat,4.0
68,Nohut,2.0
68,Türlü,2.0
68,Ispanak,3.0
68,Taze Fasulye,3.0
68,Bamya,0
68,Dana Rosto,4.0
68,Pirinç Pilavı,5.0
68,Patates Kızartması,1.0
68,Bulgur Pilavı,5.0
68,Cacık,5.0
68,Çoban Salata,5.0
68,Yoğurt,5.0
68,Pırasa,1.0
68,İrmik Helvası,3.0
68,Turşu,3.0
68,Sütlaç,5.0
68,Kadayıf,3.0
68,Kola,4.0
68,Ayran,4.0
68,Fanta,1.0
68,Su,5.0
69,Mercimek Çorbası,5.0
69,Ezogelin Çorbası,5.0
69,Şehriye Çorbası,2.0
69,Yayla Çorbası,3.0
69,Kuzu Etli Çorba,0
69,Tas Kebabı,5.0
69,Kuzu Şiş,5.0
69,Kabak Graten,0
69,Kabak Dolması,3.0
69,Köfte,5.0
69,Tavuk Biftek,5.0
69,Tavuk Sote,4.0
69,Karnıyarık,5.0
69,Kuru Fasulye,3.0
69,Patlıcan Musakka,0
69,Bezelye,0
69,Tavuk Kanat,3.0
69,Nohut,3.0
69,Türlü,2.0
69,Ispanak,4.0
69,Taze Fasulye,5.0
69,Bamya,3.0
69,Dana Rosto,0
69,Pirinç Pilavı,5.0
69,Patates Kızartması,5.0
69,Bulgur Pilavı,3.0
69,Cacık,5.0
69,Çoban Salata,5.0
69,Yoğurt,4.0
69,Pırasa,1.0
69,İrmik Helvası,5.0
69,Turşu,5.0
69,Sütlaç,5.0
69,Kadayıf,5.0
69,Kola,5.0
69,Ayran,5.0
69,Fanta,5.0
69,Su,5.0
70,Mercimek Çorbası,5.0
70,Ezogelin Çorbası,3.0
70,Şehriye Çorbası,2.0
70,Yayla Çorbası,1.0
70,Kuzu Etli Çorba,5.0
70,Tas Kebabı,5.0
70,Kuzu Şiş,5.0
70,Kabak Graten,1.0
70,Kabak Dolması,1.0
70,Köfte,4.0
70,Tavuk Biftek,4.0
70,Tavuk Sote,4.0
70,Karnıyarık,4.0
70,Kuru Fasulye,5.0
70,Patlıcan Musakka,4.0
70,Bezelye,4.0
70,Tavuk Kanat,5.0
70,Nohut,5.0
70,Türlü,3.0
70,Ispanak,3.0
70,Taze Fasulye,3.0
70,Bamya,1.0
70,Dana Rosto,4.0
70,Pirinç Pilavı,5.0
70,Patates Kızartması,5.0
70,Bulgur Pilavı,5.0
70,Cacık,5.0
70,Çoban Salata,3.0
70,Yoğurt,5.0
70,Pırasa,2.0
70,İrmik Helvası,5.0
70,Turşu,5.0
70,Sütlaç,5.0
70,Kadayıf,5.0
70,Kola,1.0
70,Ayran,4.0
70,Fanta,1.0
70,Su,5.0
71,Mercimek Çorbası,5.0
71,Ezogelin Çorbası,5.0
71,Şehriye Çorbası,4.0
71,Yayla Çorbası,4.0
71,Kuzu Etli Çorba,0
71,Tas Kebabı,5.0
71,Kuzu Şiş,0
71,Kabak Graten,5.0
71,Kabak Dolması,4.0
71,Köfte,4.0
71,Tavuk Biftek,4.0
71,Tavuk Sote,4.0
71,Karnıyarık,4.0
71,Kuru Fasulye,2.0
71,Patlıcan Musakka,4.0
71,Bezelye,5.0
71,Tavuk Kanat,3.0
71,Nohut,3.0
71,Türlü,3.0
71,Ispanak,4.0
71,Taze Fasulye,4.0
71,Bamya,3.0
71,Dana Rosto,0
71,Pirinç Pilavı,3.0
71,Patates Kızartması,3.0
71,Bulgur Pilavı,5.0
71,Cacık,5.0
71,Çoban Salata,5.0
71,Yoğurt,5.0
71,Pırasa,5.0
71,İrmik Helvası,4.0
71,Turşu,2.0
71,Sütlaç,4.0
71,Kadayıf,3.0
71,Kola,3.0
71,Ayran,3.0
71,Fanta,2.0
71,Su,5.0
72,Mercimek Çorbası,4.0
72,Ezogelin Çorbası,4.0
72,Şehriye Çorbası,3.0
72,Yayla Çorbası,2.0
72,Kuzu Etli Çorba,5.0
72,Tas Kebabı,4.0
72,Kuzu Şiş,4.0
72,Kabak Graten,0
72,Kabak Dolması,1.0
72,Köfte,4.0
72,Tavuk Biftek,4.0
72,Tavuk Sote,3.0
72,Karnıyarık,4.0
72,Kuru Fasulye,3.0
72,Patlıcan Musakka,4.0
72,Bezelye,3.0
72,Tavuk Kanat,4.0
72,Nohut,2.0
72,Türlü,3.0
72,Ispanak,2.0
72,Taze Fasulye,2.0
72,Bamya,2.0
72,Dana Rosto,3.0
72,Pirinç Pilavı,4.0
72,Patates Kızartması,3.0
72,Bulgur Pilavı,4.0
72,Cacık,3.0
72,Çoban Salata,2.0
72,Yoğurt,3.0
72,Pırasa,1.0
72,İrmik Helvası,3.0
72,Turşu,3.0
72,Sütlaç,3.0
72,Kadayıf,4.0
72,Kola,5.0
72,Ayran,4.0
72,Fanta,5.0
72,Su,5.0
73,Mercimek Çorbası,5.0
73,Ezogelin Çorbası,4.0
73,Şehriye Çorbası,5.0
73,Yayla Çorbası,3.0
73,Kuzu Etli Çorba,5.0
73,Tas Kebabı,5.0
73,Kuzu Şiş,5.0
73,Kabak Graten,3.0
73,Kabak Dolması,4.0
73,Köfte,5.0
73,Tavuk Biftek,5.0
73,Tavuk Sote,5.0
73,Karnıyarık,5.0
73,Kuru Fasulye,5.0
73,Patlıcan Musakka,5.0
73,Bezelye,5.0
73,Tavuk Kanat,5.0
73,Nohut,5.0
73,Türlü,5.0
73,Ispanak,5.0
73,Taze Fasulye,5.0
73,Bamya,1.0
73,Dana Rosto,5.0
73,Pirinç Pilavı,5.0
73,Patates Kızartması,5.0
73,Bulgur Pilavı,5.0
73,Cacık,5.0
73,Çoban Salata,5.0
73,Yoğurt,5.0
73,Pırasa,5.0
73,İrmik Helvası,5.0
73,Turşu,5.0
73,Sütlaç,5.0
73,Kadayıf,5.0
73,Kola,5.0
73,Ayran,5.0
73,Fanta,5.0
73,Su,5.0
74,Mercimek Çorbası,5.0
74,Ezogelin Çorbası,4.0
74,Şehriye Çorbası,3.0
74,Yayla Çorbası,3.0
74,Kuzu Etli Çorba,4.0
74,Tas Kebabı,4.0
74,Kuzu Şiş,5.0
74,Kabak Graten,2.0
74,Kabak Dolması,3.0
74,Köfte,5.0
74,Tavuk Biftek,4.0
74,Tavuk Sote,5.0
74,Karnıyarık,2.0
74,Kuru Fasulye,4.0
74,Patlıcan Musakka,2.0
74,Bezelye,2.0
74,Tavuk Kanat,5.0
74,Nohut,2.0
74,Türlü,2.0
74,Ispanak,3.0
74,Taze Fasulye,3.0
74,Bamya,1.0
74,Dana Rosto,4.0
74,Pirinç Pilavı,5.0
74,Patates Kızartması,5.0
74,Bulgur Pilavı,5.0
74,Cacık,2.0
74,Çoban Salata,2.0
74,Yoğurt,3.0
74,Pırasa,1.0
74,İrmik Helvası,4.0
74,Turşu,5.0
74,Sütlaç,5.0
74,Kadayıf,5.0
74,Kola,4.0
74,Ayran,0
74,Fanta,0
74,Su,4.0
75,Mercimek Çorbası,3.0
75,Ezogelin Çorbası,3.0
75,Şehriye Çorbası,3.0
75,Yayla Çorbası,3.0
75,Kuzu Etli Çorba,3.0
75,Tas Kebabı,3.0
75,Kuzu Şiş,3.0
75,Kabak Graten,2.0
75,Kabak Dolması,3.0
75,Köfte,4.0
75,Tavuk Biftek,3.0
75,Tavuk Sote,3.0
75,Karnıyarık,4.0
75,Kuru Fasulye,4.0
75,Patlıcan Musakka,3.0
75,Bezelye,2.0
75,Tavuk Kanat,3.0
75,Nohut,3.0
75,Türlü,4.0
75,Ispanak,4.0
75,Taze Fasulye,4.0
75,Bamya,3.0
75,Dana Rosto,4.0
75,Pirinç Pilavı,4.0
75,Patates Kızartması,3.0
75,Bulgur Pilavı,3.0
75,Cacık,4.0
75,Çoban Salata,4.0
75,Yoğurt,4.0
75,Pırasa,4.0
75,İrmik Helvası,4.0
75,Turşu,4.0
75,Sütlaç,4.0
75,Kadayıf,2.0
75,Kola,4.0
75,Ayran,5.0
75,Fanta,2.0
75,Su,4.0
76,Mercimek Çorbası,4.0
76,Ezogelin Çorbası,4.0
76,Şehriye Çorbası,3.0
76,Yayla Çorbası,3.0
76,Kuzu Etli Çorba,0
76,Tas Kebabı,4.0
76,Kuzu Şiş,3.0
76,Kabak Graten,4.0
76,Kabak Dolması,2.0
76,Köfte,5.0
76,Tavuk Biftek,3.0
76,Tavuk Sote,4.0
76,Karnıyarık,5.0
76,Kuru Fasulye,4.0
76,Patlıcan Musakka,5.0
76,Bezelye,3.0
76,Tavuk Kanat,5.0
76,Nohut,4.0
76,Türlü,2.0
76,Ispanak,2.0
76,Taze Fasulye,3.0
76,Bamya,1.0
76,Dana Rosto,3.0
76,Pirinç Pilavı,3.0
76,Patates Kızartması,4.0
76,Bulgur Pilavı,4.0
76,Cacık,5.0
76,Çoban Salata,5.0
76,Yoğurt,3.0
76,Pırasa,1.0
76,İrmik Helvası,4.0
76,Turşu,3.0
76,Sütlaç,5.0
76,Kadayıf,5.0
76,Kola,2.0
76,Ayran,4.0
76,Fanta,2.0
76,Su,5.0
77,Mercimek Çorbası,5.0
77,Ezogelin Çorbası,4.0
77,Şehriye Çorbası,1.0
77,Yayla Çorbası,3.0
77,Kuzu Etli Çorba,0
77,Tas Kebabı,4.0
77,Kuzu Şiş,4.0
77,Kabak Graten,0
77,Kabak Dolması,4.0
77,Köfte,2.0
77,Tavuk Biftek,4.0
77,Tavuk Sote,4.0
77,Karnıyarık,4.0
77,Kuru Fasulye,2.0
77,Patlıcan Musakka,4.0
77,Bezelye,2.0
77,Tavuk Kanat,1.0
77,Nohut,2.0
77,Türlü,3.0
77,Ispanak,1.0
77,Taze Fasulye,3.0
77,Bamya,3.0
77,Dana Rosto,0
77,Pirinç Pilavı,3.0
77,Patates Kızartması,5.0
77,Bulgur Pilavı,5.0
77,Cacık,4.0
77,Çoban Salata,4.0
77,Yoğurt,4.0
77,Pırasa,1.0
77,İrmik Helvası,3.0
77,Turşu,4.0
77,Sütlaç,4.0
77,Kadayıf,5.0
77,Kola,4.0
77,Ayran,3.0
77,Fanta,4.0
77,Su,1.0
78,Mercimek Çorbası,4.0
78,Ezogelin Çorbası,4.0
78,Şehriye Çorbası,3.0
78,Yayla Çorbası,4.0
78,Kuzu Etli Çorba,4.0
78,Tas Kebabı,4.0
78,Kuzu Şiş,5.0
78,Kabak Graten,3.0
78,Kabak Dolması,2.0
78,Köfte,5.0
78,Tavuk Biftek,5.0
78,Tavuk Sote,5.0
78,Karnıyarık,3.0
78,Kuru Fasulye,5.0
78,Patlıcan Musakka,4.0
78,Bezelye,4.0
78,Tavuk Kanat,5.0
78,Nohut,5.0
78,Türlü,5.0
78,Ispanak,4.0
78,Taze Fasulye,5.0
78,Bamya,1.0
78,Dana Rosto,4.0
78,Pirinç Pilavı,5.0
78,Patates Kızartması,5.0
78,Bulgur Pilavı,5.0
78,Cacık,5.0
78,Çoban Salata,5.0
78,Yoğurt,5.0
78,Pırasa,2.0
78,İrmik Helvası,4.0
78,Turşu,3.0
78,Sütlaç,5.0
78,Kadayıf,5.0
78,Kola,2.0
78,Ayran,5.0
78,Fanta,1.0
78,Su,5.0
79,Mercimek Çorbası,5.0
79,Ezogelin Çorbası,5.0
79,Şehriye Çorbası,5.0
79,Yayla Çorbası,5.0
79,Kuzu Etli Çorba,5.0
79,Tas Kebabı,5.0
79,Kuzu Şiş,5.0
79,Kabak Graten,5.0
79,Kabak Dolması,5.0
79,Köfte,5.0
79,Tavuk Biftek,5.0
79,Tavuk Sote,5.0
79,Karnıyarık,5.0
79,Kuru Fasulye,5.0
79,Patlıcan Musakka,5.0
79,Bezelye,5.0
79,Tavuk Kanat,5.0
